,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
1348,5,8258,9856,Simon,It's always Sonny,455,DEF,44,True,297566,James,Sicily,HAW,DEF,R5,297566_R5,7345.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7345,R5,2020.0,297566.0,James,Sicily,HW,4.0,36.0,44.0,19.0,31.0,42.0,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%P and %M... In defence on Lloyd,,,,,,,Forward,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,4.0,60.0,94.0,187.0,False,WS
1349,6,8258,9856,Simon,It's always Sonny,455,DEF,132,True,297566,James,Sicily,HAW,DEF,R6,297566_R6,7347.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7347,R6,2020.0,297566.0,James,Sicily,HW,30.0,114.0,132.0,77.0,99.0,126.0,17.0,11.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,Full Time,hot,%O and %M,job,In defence on Cox,,,,,Forward,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,3.0,89.0,88.0,456.0,False,CO
1350,7,10857,189,Anthony,The Full Bonty,455,DEF,149,True,297566,James,Sicily,HAW,DEF,R7,297566_R7,7361.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7361,R7,2020.0,297566.0,James,Sicily,HW,14.0,88.0,149.0,112.0,74.0,96.0,16.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,Full Time,hot,%D and %M... aided by %4FF,job,In defence on Jackson,,,,,Forward,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,2.0,1.0,91.0,89.0,557.0,False,ME
1351,8,10857,189,Anthony,The Full Bonty,455,DEF,164,True,297566,James,Sicily,HAW,DEF,R8,297566_R8,7367.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7367,R8,2020.0,297566.0,James,Sicily,HW,19.0,95.0,164.0,50.0,75.0,99.0,18.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,Full Time,hot,%s from %D and %M,switch,In defence on Reid... switched forward in Q4,,,,,Forward,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,0.0,1.0,78.0,96.0,433.0,False,SY
1352,9,10857,189,Anthony,The Full Bonty,455,DEF,88,True,297566,James,Sicily,HAW,DEF,R9,297566_R9,7375.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7375,R9,2020.0,297566.0,James,Sicily,HW,8.0,54.0,88.0,26.0,45.0,60.0,11.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,Full Time,job,%O including %K... also %M... In defence,,,,,,,Forward,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,2.0,86.0,96.0,273.0,False,CA
1353,10,10857,189,Anthony,The Full Bonty,455,DEF,0,False,297566,James,Sicily,HAW,DEF,R10,297566_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,1,8258,9856,Simon,It's always Sonny,635,DEF,55,True,1002583,Sydney,Stack,RIC,DEF,R1,1002583_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,1002583.0,Sydney,Stack,RI,3.0,26.0,55.0,33.0,23.0,36.0,3.0,7.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,Full Time,wing,%P and %T... Starting at half forward,,,152800.0,,435100.0,,Forward,44.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,,,6.0,0.0,4.0,80.0,73.0,167.0,False,CA
1355,2,8258,9856,Simon,It's always Sonny,635,DEF,38,False,1002583,Sydney,Stack,RIC,DEF,R2,1002583_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,1002583.0,Sydney,Stack,RI,1.0,23.0,38.0,23.0,15.0,21.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Full Time,wing,%O and %T... Starting at half forward,,,152800.0,,,,Forward,44.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,,,4.0,0.0,1.0,50.0,69.0,128.0,False,CO
1356,1,8258,9856,Simon,It's always Sonny,51,MID,52,True,998133,Jarrod,Berry,BRL,MID,R1,998133_R1,7308.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7308,R1,2020.0,998133.0,Jarrod,Berry,BL,3.0,35.0,52.0,22.0,32.0,46.0,5.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,Full Time,wing,%P and %M plus %s... Mostly on a wing,,,554800.0,,461300.0,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,559000.0,,,4.0,0.0,2.0,69.0,82.0,165.0,False,HW
1357,4,10857,189,Anthony,The Full Bonty,51,MID,150,False,998133,Jarrod,Berry,BRL,MID,R4,998133_R4,7334.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7334,R4,2020.0,998133.0,Jarrod,Berry,BL,49.0,116.0,150.0,157.0,86.0,120.0,14.0,9.0,7.0,10.0,0.0,1.0,2.0,0.0,0.0,Full Time,hot,%O and %M plus %T,wing,Mostly on a wing,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,2.0,78.0,87.0,361.0,False,AD
1358,5,10857,189,Anthony,The Full Bonty,51,MID,121,True,998133,Jarrod,Berry,BRL,MID,R5,998133_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,998133.0,Jarrod,Berry,BL,13.0,77.0,121.0,100.0,57.0,81.0,10.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%P and %M plus %T... Mostly on a wing,,,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,4.0,1.0,73.0,82.0,335.0,False,PA
1359,6,10857,189,Anthony,The Full Bonty,51,MID,87,True,998133,Jarrod,Berry,BRL,MID,R6,998133_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,998133.0,Jarrod,Berry,BL,19.0,84.0,87.0,70.0,62.0,86.0,10.0,9.0,2.0,7.0,0.0,3.0,1.0,0.0,2.0,Full Time,hot,%O and %M plus %T... %s as well... helped out by %4FF,wing,Mostly on a wing,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.0,5.0,4.0,42.0,72.0,331.0,False,GE
1360,7,10857,189,Anthony,The Full Bonty,51,MID,81,True,998133,Jarrod,Berry,BRL,MID,R7,998133_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,998133.0,Jarrod,Berry,BL,9.0,68.0,81.0,49.0,54.0,71.0,10.0,5.0,5.0,3.0,0.0,2.0,1.0,0.0,2.0,Full Time,wing,%P and %M plus %T... %s as well... Mostly on a wing,,,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,2.0,60.0,79.0,248.0,False,WS
1361,8,10857,189,Anthony,The Full Bonty,51,MID,97,True,998133,Jarrod,Berry,BRL,MID,R8,998133_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,998133.0,Jarrod,Berry,BL,21.0,69.0,97.0,56.0,61.0,93.0,10.0,10.0,5.0,6.0,0.0,1.0,7.0,0.0,0.0,Full Time,wing,%D and %M with %T... gave away %F... Mostly on a wing,,,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,4.0,8.0,70.0,85.0,233.0,False,ME
1362,9,10857,189,Anthony,The Full Bonty,51,MID,124,True,998133,Jarrod,Berry,BRL,MID,R9,998133_R9,7376.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7376,R9,2020.0,998133.0,Jarrod,Berry,BL,13.0,83.0,124.0,48.0,64.0,81.0,15.0,4.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,Full Time,hot,%O with %k by foot... also %M and %T... aided by %4FF,wing,Mostly on a wing,,,,,Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,3.0,1.0,73.0,80.0,365.0,False,ES
1363,10,10857,189,Anthony,The Full Bonty,51,MID,78,True,998133,Jarrod,Berry,BRL,MID,R10,998133_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,1,8258,9856,Simon,It's always Sonny,116,DEF,39,True,297907,Nic,Newman,CAR,DEF,R1,297907_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,297907.0,Nic,Newman,CA,4.0,49.0,39.0,22.0,36.0,51.0,11.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,sore,Right elbow knock in Q2 but returned... %P including %K... also %M and %T,guard,Coming off a HBF,447500.0,,524800.0,,Back,24.0,0.0,0.0,0.0,0.0,0.0,0.0,552000.0,,,1.0,0.0,4.0,76.0,71.0,253.0,True,RI
1365,1,8258,9856,Simon,It's always Sonny,548,FWD,19,True,280944,Jack,Ziebell,NTH,FWD MID,R1,280944_R1,7307.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7307,R1,2020.0,280944.0,Jack,Ziebell,NM,2.0,22.0,19.0,30.0,20.0,28.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,Full Time,injured,Limped off in Q3 with a right knee medial ligament injury after Jones fell on him... %O and %M plus %s,spearhead,Mostly starting forward,516600.0,,493400.0,,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0,0.0,601000.0,,,4.0,0.0,4.0,16.0,47.0,83.0,True,SK
1366,2,8258,9856,Simon,It's always Sonny,548,FWD,89,True,280944,Jack,Ziebell,NTH,FWD MID,R2,280944_R2,7316.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7316,R2,2020.0,280944.0,Jack,Ziebell,NM,14.0,66.0,89.0,42.0,55.0,70.0,11.0,2.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,Full Time,spearhead,%P including %K... also %M... and kicked %s... Mostly forward on Corr,,,516600.0,,,,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0,0.0,601000.0,,,6.0,1.0,1.0,69.0,90.0,188.0,False,WS
1367,3,8258,9856,Simon,It's always Sonny,548,FWD,99,True,280944,Jack,Ziebell,NTH,FWD MID,R3,280944_R3,7321.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7321,R3,2020.0,280944.0,Jack,Ziebell,NM,9.0,70.0,99.0,90.0,57.0,74.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,Full Time,shovel,%O and %M plus %T... %s as well... Starting in midfield,,,,,,,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,2.0,78.0,88.0,272.0,False,SY
1368,4,8258,9856,Simon,It's always Sonny,548,FWD,20,True,280944,Jack,Ziebell,NTH,FWD MID,R4,280944_R4,7336.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7336,R4,2020.0,280944.0,Jack,Ziebell,NM,2.0,24.0,20.0,21.0,19.0,30.0,3.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,Full Time,injured,Left leg knock in Q1... left hamstring injury in Q4... %O and %T,spearhead,Spending most of his time forward on Frost,,,,,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,1.0,5.0,28.0,70.0,86.0,True,HW
1369,7,10857,189,Anthony,The Full Bonty,548,FWD,0,True,280944,Jack,Ziebell,NTH,FWD MID,R7,280944_R7,7359.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7359,R7,2020.0,280944.0,Jack,Ziebell,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,injured,Jacket on at QT with a hamstring injury,shovel,Starting in midfield,,,,,Midfielder,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,17.0,0.0,True,RI
1370,1,8258,9856,Simon,It's always Sonny,495,DEF,0,False,296359,Christian,Salem,MEL,DEF,R1,296359_R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,2,8258,9856,Simon,It's always Sonny,495,DEF,94,True,296359,Christian,Salem,MEL,DEF,R2,296359_R2,7313.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7313,R2,2020.0,296359.0,Christian,Salem,ME,9.0,78.0,94.0,27.0,57.0,78.0,19.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M... Coming off a HBF,,,488900.0,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,576000.0,,,6.0,0.0,3.0,61.0,81.0,355.0,False,CA
1372,3,8258,9856,Simon,It's always Sonny,495,DEF,0,False,296359,Christian,Salem,MEL,DEF,R3,296359_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,4,8258,9856,Simon,It's always Sonny,495,DEF,51,True,296359,Christian,Salem,MEL,DEF,R4,296359_R4,7335.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7335,R4,2020.0,296359.0,Christian,Salem,ME,5.0,51.0,51.0,68.0,38.0,51.0,9.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D including %K... also %M and %T... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,1.0,54.0,82.0,288.0,False,GE
1374,5,8258,9856,Simon,It's always Sonny,495,DEF,82,True,296359,Christian,Salem,MEL,DEF,R5,296359_R5,7344.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7344,R5,2020.0,296359.0,Christian,Salem,ME,8.0,67.0,82.0,86.0,51.0,72.0,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D including %K... also %M... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,0.0,2.0,71.0,85.0,354.0,False,RI
1375,6,8258,9856,Simon,It's always Sonny,495,DEF,101,True,296359,Christian,Salem,MEL,DEF,R6,296359_R6,7350.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7350,R6,2020.0,296359.0,Christian,Salem,ME,14.0,68.0,101.0,86.0,52.0,72.0,12.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Full Time,guard,%D and %M with %T... %s as well... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,1.0,66.0,91.0,356.0,False,GC
1376,7,8258,9856,Simon,It's always Sonny,495,DEF,68,True,296359,Christian,Salem,MEL,DEF,R7,296359_R7,7361.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7361,R7,2020.0,296359.0,Christian,Salem,ME,9.0,63.0,68.0,54.0,53.0,72.0,6.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D and %M with %T... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,1.0,76.0,83.0,187.0,False,HW
1377,8,71052,9867,James,Bad Boys For Fyfe,495,DEF,91,True,296359,Christian,Salem,MEL,DEF,R8,296359_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,296359.0,Christian,Salem,ME,14.0,79.0,91.0,106.0,57.0,78.0,14.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M and %T... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,2.0,58.0,86.0,301.0,False,BL
1378,9,71052,9867,James,Bad Boys For Fyfe,495,DEF,102,True,296359,Christian,Salem,MEL,DEF,R9,296359_R9,7374.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7374,R9,2020.0,296359.0,Christian,Salem,ME,15.0,71.0,102.0,91.0,61.0,90.0,8.0,14.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,Full Time,guard,%P and %M plus %T... conceded %F... Coming off a HBF,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,2.0,4.0,81.0,86.0,159.0,False,PA
1379,10,71052,9867,James,Bad Boys For Fyfe,495,DEF,84,True,296359,Christian,Salem,MEL,DEF,R10,296359_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1,8258,9856,Simon,It's always Sonny,577,DEF,38,False,293987,Jarrod,Lienert,PTA,DEF,R1,293987_R1,7306.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7306,R1,2020.0,293987.0,Jarrod,Lienert,PA,4.0,43.0,38.0,28.0,32.0,45.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,in,%l Riley Bonner... %P and %M plus %T,guard,Rotating in defence,385400.0,,401500.0,,Midfielder,40.0,0.0,0.0,0.0,0.0,0.0,0.0,470000.0,,,2.0,0.0,1.0,81.0,89.0,294.0,False,GC
1381,1,8258,9856,Simon,It's always Sonny,289,MID,71,False,993799,Brayden,Fiorini,GCS,MID,R1,993799_R1,7306.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7306,R1,2020.0,993799.0,Brayden,Fiorini,GC,14.0,80.0,71.0,106.0,58.0,81.0,14.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Full Time,hot,%O with %k by foot... also %M and %T,wing,Playing midfield,544900.0,,477100.0,,Midfielder,8.0,0.0,0.0,0.0,0.0,0.0,0.0,665000.0,,,1.0,0.0,3.0,57.0,82.0,384.0,False,PA
1382,1,8258,9856,Simon,It's always Sonny,356,FWD,0,False,298419,Brandan,Parfitt,GEE,FWD MID,R1,298419_R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,2,21562,186,Mark,GetRichOrDieTryin,356,FWD,114,False,298419,Brandan,Parfitt,GEE,FWD MID,R2,298419_R2,7311.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7311,R2,2020.0,298419.0,Brandan,Parfitt,GE,42.0,94.0,114.0,127.0,62.0,90.0,12.0,7.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,Full Time,cherry,%D and %T,wing,Rotating through midfield,489700.0,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,,,11.0,8.0,3.0,52.0,72.0,275.0,False,HW
1384,3,21562,186,Mark,GetRichOrDieTryin,356,FWD,0,False,298419,Brandan,Parfitt,GEE,FWD MID,R3,298419_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,4,21562,186,Mark,GetRichOrDieTryin,356,FWD,104,True,298419,Brandan,Parfitt,GEE,FWD MID,R4,298419_R4,7335.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7335,R4,2020.0,298419.0,Brandan,Parfitt,GE,27.0,88.0,104.0,79.0,62.0,84.0,10.0,4.0,3.0,9.0,0.0,2.0,1.0,1.0,0.0,Full Time,hot,%O including %K... also %T and %M... and scored %s,shovel,Starting in midfield,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,2.0,64.0,75.0,106.0,False,ME
1386,5,21562,186,Mark,GetRichOrDieTryin,356,FWD,98,True,298419,Brandan,Parfitt,GEE,FWD MID,R5,298419_R5,7340.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7340,R5,2020.0,298419.0,Brandan,Parfitt,GE,46.0,79.0,98.0,109.0,59.0,84.0,6.0,5.0,2.0,11.0,0.0,1.0,4.0,2.0,0.0,Full Time,wing,%P and %M plus %T... %s as well... not helped by %F... Rotating through midfield,,,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,5.0,72.0,74.0,178.0,False,GC
1387,6,21562,186,Mark,GetRichOrDieTryin,356,FWD,79,True,298419,Brandan,Parfitt,GEE,FWD MID,R6,298419_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,298419.0,Brandan,Parfitt,GE,14.0,67.0,79.0,83.0,57.0,78.0,8.0,11.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,Full Time,wing,%O and %M plus %T... %s as well... helped out by %4FF... Rotating through midfield,,,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,2.0,4.0,57.0,62.0,120.0,False,BL
1388,7,21562,186,Mark,GetRichOrDieTryin,356,FWD,68,True,298419,Brandan,Parfitt,GEE,FWD MID,R7,298419_R7,7355.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7355,R7,2020.0,298419.0,Brandan,Parfitt,GE,14.0,63.0,68.0,85.0,42.0,61.0,7.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,Full Time,wing,%O and %T plus %s... Rotating through midfield,,,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,1.0,58.0,73.0,182.0,False,CO
1389,8,21562,186,Mark,GetRichOrDieTryin,356,FWD,99,True,298419,Brandan,Parfitt,GEE,FWD MID,R8,298419_R8,7372.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7372,R8,2020.0,298419.0,Brandan,Parfitt,GE,18.0,67.0,99.0,57.0,47.0,72.0,8.0,9.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,Full Time,wing,%P and %T... Rotating through midfield,,,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,4.0,4.0,47.0,69.0,153.0,False,FR
1390,9,21562,186,Mark,GetRichOrDieTryin,356,MID,52,True,298419,Brandan,Parfitt,GEE,FWD MID,R9,298419_R9,7379.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7379,R9,2020.0,298419.0,Brandan,Parfitt,GE,12.0,49.0,52.0,27.0,39.0,54.0,8.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Full Time,concussed,Copped a high knock in Q2... %P and %s,wing,Rotating through midfield,,,,,Midfielder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,3.0,46.0,68.0,171.0,True,WC
1391,10,21562,186,Mark,GetRichOrDieTryin,356,FWD,0,False,298419,Brandan,Parfitt,GEE,FWD MID,R10,298419_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,2,45168,5524,Luke,The Dragon's Laird,534,MID,120,True,290738,Jared,Polec,NTH,MID,R2,290738_R2,7316.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7316,R2,2020.0,290738.0,Jared,Polec,NM,16.0,90.0,120.0,61.0,71.0,96.0,13.0,10.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,Full Time,hot,%O and %M plus %T... %s as well,wing,Running on the outside,573400.0,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,669000.0,,,8.0,5.0,2.0,73.0,86.0,466.0,False,WS
1393,3,45168,5524,Luke,The Dragon's Laird,534,MID,72,True,290738,Jared,Polec,NTH,MID,R3,290738_R3,7321.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7321,R3,2020.0,290738.0,Jared,Polec,NM,3.0,41.0,72.0,52.0,30.0,45.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%O and %T... Running on the outside,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,1.0,75.0,86.0,93.0,False,SY
1394,4,45168,5524,Luke,The Dragon's Laird,534,MID,94,True,290738,Jared,Polec,NTH,MID,R4,290738_R4,7336.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7336,R4,2020.0,290738.0,Jared,Polec,NM,10.0,87.0,94.0,46.0,64.0,90.0,17.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,hot,%D including %K... also %M and %T,wing,Running on the outside,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,4.0,2.0,52.0,91.0,349.0,False,HW
1395,5,45168,5524,Luke,The Dragon's Laird,534,MID,80,False,290738,Jared,Polec,NTH,MID,R5,290738_R5,7341.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7341,R5,2020.0,290738.0,Jared,Polec,NM,8.0,65.0,80.0,41.0,48.0,64.0,11.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,Full Time,wing,%P including %K... also %M and %T... and scored %s... Running on the outside,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,2.0,46.0,94.0,207.0,False,WB
1396,6,45168,5524,Luke,The Dragon's Laird,534,MID,81,True,290738,Jared,Polec,NTH,MID,R6,290738_R6,7351.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7351,R6,2020.0,290738.0,Jared,Polec,NM,14.0,81.0,81.0,55.0,60.0,82.0,13.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,Full Time,hot,%P with %k by foot... also %M and %T... and kicked %s,wing,Running on the outside,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0,2.0,77.0,92.0,303.0,False,ES
1397,7,45168,5524,Luke,The Dragon's Laird,534,MID,55,True,290738,Jared,Polec,NTH,MID,R7,290738_R7,7359.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7359,R7,2020.0,290738.0,Jared,Polec,NM,9.0,74.0,55.0,36.0,59.0,84.0,15.0,8.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,Full Time,wing,%D and %M with %T... Running on the outside,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,4.0,8.0,60.0,83.0,302.0,False,RI
1398,8,45168,5524,Luke,The Dragon's Laird,534,MID,136,True,290738,Jared,Polec,NTH,MID,R8,290738_R8,7366.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7366,R8,2020.0,290738.0,Jared,Polec,NM,32.0,103.0,136.0,132.0,82.0,111.0,13.0,12.0,4.0,6.0,0.0,4.0,2.0,1.0,0.0,Full Time,magnet,%D and %M with %T... %s as well... umps paid him %4FF,wing,Started on Cripps then shifted to the outside in Q2,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,3.0,6.0,52.0,90.0,335.0,False,CA
1399,9,45168,5524,Luke,The Dragon's Laird,534,MID,0,False,290738,Jared,Polec,NTH,MID,R9,290738_R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,10,45168,5524,Luke,The Dragon's Laird,534,MID,71,True,290738,Jared,Polec,NTH,MID,R10,290738_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
