,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,source
762,3.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,0.0,False,280921,Ben,Cunnington,NTH,MID,R3,Draft
763,4.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,0.0,False,280921,Ben,Cunnington,NTH,MID,R4,Draft
764,5.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,50.0,True,280921,Ben,Cunnington,NTH,MID,R5,Draft
765,6.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,0.0,False,280921,Ben,Cunnington,NTH,MID,R6,Draft
766,7.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,0.0,False,280921,Ben,Cunnington,NTH,MID,R7,Draft
767,8.0,300791.0,182.0,Paul,Coronaviney,513.0,MID,0.0,False,280921,Ben,Cunnington,NTH,MID,R8,Draft
768,1.0,300791.0,182.0,Paul,Coronaviney,698.0,FWD,152.0,True,298539,Isaac,Heeney,SYD,FWD MID,R1,Draft
769,2.0,300791.0,182.0,Paul,Coronaviney,698.0,FWD,60.0,True,298539,Isaac,Heeney,SYD,FWD MID,R2,Draft
770,3.0,300791.0,182.0,Paul,Coronaviney,698.0,FWD,123.0,True,298539,Isaac,Heeney,SYD,FWD MID,R3,Draft
771,4.0,300791.0,182.0,Paul,Coronaviney,698.0,FWD,64.0,True,298539,Isaac,Heeney,SYD,FWD MID,R4,Draft
772,5.0,300791.0,182.0,Paul,Coronaviney,698.0,MID,79.0,True,298539,Isaac,Heeney,SYD,FWD MID,R5,Draft
773,6.0,300791.0,182.0,Paul,Coronaviney,698.0,FWD,86.0,True,298539,Isaac,Heeney,SYD,FWD MID,R6,Draft
774,1.0,300791.0,182.0,Paul,Coronaviney,395.0,RUC,134.0,True,270811,Sam,Jacobs,GWS,RUC,R1,Draft
775,2.0,300791.0,182.0,Paul,Coronaviney,395.0,RUC,56.0,True,270811,Sam,Jacobs,GWS,RUC,R2,Draft
776,3.0,300791.0,182.0,Paul,Coronaviney,395.0,RUC,95.0,True,270811,Sam,Jacobs,GWS,RUC,R3,Draft
777,1.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,119.0,True,290801,Andrew,Gaff,WCE,MID,R1,Draft
778,2.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,137.0,True,290801,Andrew,Gaff,WCE,MID,R2,Draft
779,3.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,117.0,True,290801,Andrew,Gaff,WCE,MID,R3,Draft
780,4.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,112.0,True,290801,Andrew,Gaff,WCE,MID,R4,Draft
781,5.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,83.0,True,290801,Andrew,Gaff,WCE,MID,R5,Draft
782,6.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,67.0,True,290801,Andrew,Gaff,WCE,MID,R6,Draft
783,7.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,90.0,True,290801,Andrew,Gaff,WCE,MID,R7,Draft
784,8.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,130.0,True,290801,Andrew,Gaff,WCE,MID,R8,Draft
785,9.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,66.0,True,290801,Andrew,Gaff,WCE,MID,R9,Draft
786,10.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,0.0,False,290801,Andrew,Gaff,WCE,MID,R10,Draft
787,11.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,96.0,True,290801,Andrew,Gaff,WCE,MID,R11,Draft
788,12.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,94.0,True,290801,Andrew,Gaff,WCE,MID,R12,Draft
789,13.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,107.0,True,290801,Andrew,Gaff,WCE,MID,R13,Draft
790,14.0,300791.0,182.0,Paul,Coronaviney,787.0,MID,135.0,True,290801,Andrew,Gaff,WCE,MID,R14,Draft
791,1.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,111.0,True,992016,Zach,Merrett,ESS,MID,R1,Draft
792,2.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,159.0,True,992016,Zach,Merrett,ESS,MID,R2,Draft
793,3.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,0.0,False,992016,Zach,Merrett,ESS,MID,R3,Draft
794,4.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,78.0,True,992016,Zach,Merrett,ESS,MID,R4,Draft
795,5.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,0.0,False,992016,Zach,Merrett,ESS,MID,R5,Draft
796,6.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,68.0,True,992016,Zach,Merrett,ESS,MID,R6,Draft
797,7.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,96.0,True,992016,Zach,Merrett,ESS,MID,R7,Draft
798,8.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,135.0,True,992016,Zach,Merrett,ESS,MID,R8,Draft
799,9.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,87.0,True,992016,Zach,Merrett,ESS,MID,R9,Draft
800,10.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,119.0,True,992016,Zach,Merrett,ESS,MID,R10,Draft
801,11.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,137.0,True,992016,Zach,Merrett,ESS,MID,R11,Draft
802,12.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,97.0,True,992016,Zach,Merrett,ESS,MID,R12,Draft
803,13.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,143.0,True,992016,Zach,Merrett,ESS,MID,R13,Draft
804,14.0,300791.0,182.0,Paul,Coronaviney,211.0,MID,145.0,True,992016,Zach,Merrett,ESS,MID,R14,Draft
805,1.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,109.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R1,Draft
806,2.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,97.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R2,Draft
807,3.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,8.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R3,Draft
808,4.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,85.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R4,Draft
809,5.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,93.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R5,Draft
810,6.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,111.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R6,Draft
811,7.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,102.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R7,Draft
812,8.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,116.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R8,Draft
813,9.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,148.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R9,Draft
814,10.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,131.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R10,Draft
815,11.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,0.0,False,294305,Lachie,Whitfield,GWS,FWD MID,R11,Draft
816,12.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,84.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R12,Draft
817,13.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,105.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R13,Draft
818,14.0,300791.0,182.0,Paul,Coronaviney,414.0,FWD,167.0,True,294305,Lachie,Whitfield,GWS,FWD MID,R14,Draft
819,1.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,103.0,True,996059,Harris,Andrews,BRL,DEF,R1,Draft
820,2.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,88.0,True,996059,Harris,Andrews,BRL,DEF,R2,Draft
821,3.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,94.0,True,996059,Harris,Andrews,BRL,DEF,R3,Draft
822,4.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,96.0,True,996059,Harris,Andrews,BRL,DEF,R4,Draft
823,5.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,83.0,True,996059,Harris,Andrews,BRL,DEF,R5,Draft
824,6.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,43.0,True,996059,Harris,Andrews,BRL,DEF,R6,Draft
825,7.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,127.0,True,996059,Harris,Andrews,BRL,DEF,R7,Draft
826,8.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,68.0,True,996059,Harris,Andrews,BRL,DEF,R8,Draft
827,9.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,92.0,True,996059,Harris,Andrews,BRL,DEF,R9,Draft
828,10.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,127.0,True,996059,Harris,Andrews,BRL,DEF,R10,Draft
829,11.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,44.0,True,996059,Harris,Andrews,BRL,DEF,R11,Draft
830,12.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,81.0,True,996059,Harris,Andrews,BRL,DEF,R12,Draft
831,13.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,129.0,True,996059,Harris,Andrews,BRL,DEF,R13,Draft
832,14.0,300791.0,182.0,Paul,Coronaviney,47.0,DEF,0.0,False,996059,Harris,Andrews,BRL,DEF,R14,Draft
833,1.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,101.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R1,Draft
834,2.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,71.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R2,Draft
835,3.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,120.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R3,Draft
836,4.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,86.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R4,Draft
837,5.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,53.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R5,Draft
838,6.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,43.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R6,Draft
839,7.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,0.0,False,291327,Jonathon,Ceglar,HAW,RUC FWD,R7,Draft
840,8.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,0.0,False,291327,Jonathon,Ceglar,HAW,RUC FWD,R8,Draft
841,9.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,89.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R9,Draft
842,10.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,0.0,False,291327,Jonathon,Ceglar,HAW,RUC FWD,R10,Draft
843,11.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,54.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R11,Draft
844,12.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,0.0,False,291327,Jonathon,Ceglar,HAW,RUC FWD,R12,Draft
845,13.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,0.0,False,291327,Jonathon,Ceglar,HAW,RUC FWD,R13,Draft
846,14.0,300791.0,182.0,Paul,Coronaviney,418.0,FWD,80.0,True,291327,Jonathon,Ceglar,HAW,RUC FWD,R14,Draft
847,1.0,300791.0,182.0,Paul,Coronaviney,28.0,DEF,96.0,True,990882,Wayne,Milera,ADE,DEF MID,R1,Draft
848,2.0,300791.0,182.0,Paul,Coronaviney,28.0,DEF,70.0,True,990882,Wayne,Milera,ADE,DEF MID,R2,Draft
849,12.0,10857.0,189.0,Anthony,The Full Bonty,28.0,DEF,0.0,False,990882,Wayne,Milera,ADE,DEF MID,R12,Free Agent
850,1.0,300791.0,182.0,Paul,Coronaviney,690.0,DEF,84.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R1,Draft
851,2.0,300791.0,182.0,Paul,Coronaviney,690.0,DEF,45.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R2,Draft
852,3.0,300791.0,182.0,Paul,Coronaviney,690.0,DEF,113.0,False,992242,Jordan,Dawson,SYD,DEF FWD,R3,Draft
853,4.0,300791.0,182.0,Paul,Coronaviney,690.0,FWD,54.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R4,Draft
854,5.0,300791.0,182.0,Paul,Coronaviney,690.0,FWD,61.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R5,Draft
855,6.0,300791.0,182.0,Paul,Coronaviney,690.0,DEF,75.0,False,992242,Jordan,Dawson,SYD,DEF FWD,R6,Draft
856,7.0,300791.0,182.0,Paul,Coronaviney,690.0,FWD,93.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R7,Draft
857,8.0,300791.0,182.0,Paul,Coronaviney,690.0,FWD,78.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R8,Draft
858,9.0,10857.0,189.0,Anthony,The Full Bonty,690.0,FWD,67.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R9,Waiver
859,10.0,10857.0,189.0,Anthony,The Full Bonty,690.0,FWD,121.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R10,Waiver
860,11.0,10857.0,189.0,Anthony,The Full Bonty,690.0,FWD,0.0,False,992242,Jordan,Dawson,SYD,DEF FWD,R11,Waiver
861,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",690.0,FWD,92.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R13,Waiver
862,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",690.0,FWD,110.0,True,992242,Jordan,Dawson,SYD,DEF FWD,R14,Waiver
863,1.0,300791.0,182.0,Paul,Coronaviney,738.0,MID,67.0,True,993834,Josh,Dunkley,WBD,MID,R1,Draft
864,2.0,300791.0,182.0,Paul,Coronaviney,738.0,MID,131.0,True,993834,Josh,Dunkley,WBD,MID,R2,Draft
865,3.0,300791.0,182.0,Paul,Coronaviney,738.0,MID,128.0,True,993834,Josh,Dunkley,WBD,MID,R3,Draft
866,4.0,300791.0,182.0,Paul,Coronaviney,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R4,Draft
867,5.0,300791.0,182.0,Paul,Coronaviney,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R5,Draft
868,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R6,Trade
869,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R7,Trade
870,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R8,Trade
871,9.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,0.0,False,993834,Josh,Dunkley,WBD,MID,R9,Trade
872,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,90.0,True,993834,Josh,Dunkley,WBD,MID,R10,Trade
873,11.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,87.0,True,993834,Josh,Dunkley,WBD,MID,R11,Trade
874,12.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,88.0,True,993834,Josh,Dunkley,WBD,MID,R12,Trade
875,13.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,106.0,True,993834,Josh,Dunkley,WBD,MID,R13,Trade
876,14.0,86078.0,9806.0,Lester,HoweIMetYourMother,738.0,MID,96.0,True,993834,Josh,Dunkley,WBD,MID,R14,Trade
877,1.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,61.0,True,294101,Jason,Johannisen,WBD,DEF,R1,Draft
878,2.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,74.0,False,294101,Jason,Johannisen,WBD,DEF,R2,Draft
879,3.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,103.0,True,294101,Jason,Johannisen,WBD,DEF,R3,Draft
880,4.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,87.0,True,294101,Jason,Johannisen,WBD,DEF,R4,Draft
881,5.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,108.0,True,294101,Jason,Johannisen,WBD,DEF,R5,Draft
882,6.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,57.0,True,294101,Jason,Johannisen,WBD,DEF,R6,Draft
883,7.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,81.0,True,294101,Jason,Johannisen,WBD,DEF,R7,Draft
884,8.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,97.0,True,294101,Jason,Johannisen,WBD,DEF,R8,Draft
885,9.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,91.0,True,294101,Jason,Johannisen,WBD,DEF,R9,Draft
886,10.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,59.0,True,294101,Jason,Johannisen,WBD,DEF,R10,Draft
887,11.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,71.0,True,294101,Jason,Johannisen,WBD,DEF,R11,Draft
888,12.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,0.0,False,294101,Jason,Johannisen,WBD,DEF,R12,Draft
889,13.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,118.0,True,294101,Jason,Johannisen,WBD,DEF,R13,Draft
890,14.0,300791.0,182.0,Paul,Coronaviney,747.0,DEF,96.0,True,294101,Jason,Johannisen,WBD,DEF,R14,Draft
891,1.0,300791.0,182.0,Paul,Coronaviney,214.0,FWD,53.0,True,993817,Darcy,Parish,ESS,FWD MID,R1,Draft
892,2.0,300791.0,182.0,Paul,Coronaviney,214.0,FWD,86.0,True,993817,Darcy,Parish,ESS,FWD MID,R2,Draft
893,4.0,86078.0,9806.0,Lester,HoweIMetYourMother,214.0,FWD,62.0,False,993817,Darcy,Parish,ESS,FWD MID,R4,Waiver
894,5.0,86078.0,9806.0,Lester,HoweIMetYourMother,214.0,FWD,62.0,False,993817,Darcy,Parish,ESS,FWD MID,R5,Waiver
895,6.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,88.0,True,993817,Darcy,Parish,ESS,FWD MID,R6,Waiver
896,7.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,94.0,True,993817,Darcy,Parish,ESS,FWD MID,R7,Waiver
897,8.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,96.0,True,993817,Darcy,Parish,ESS,FWD MID,R8,Waiver
898,9.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,92.0,True,993817,Darcy,Parish,ESS,FWD MID,R9,Waiver
899,10.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,72.0,True,993817,Darcy,Parish,ESS,FWD MID,R10,Waiver
900,11.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,114.0,True,993817,Darcy,Parish,ESS,FWD MID,R11,Waiver
901,12.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,100.0,True,993817,Darcy,Parish,ESS,FWD MID,R12,Waiver
902,13.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,99.0,True,993817,Darcy,Parish,ESS,FWD MID,R13,Waiver
903,14.0,10857.0,189.0,Anthony,The Full Bonty,214.0,FWD,91.0,True,993817,Darcy,Parish,ESS,FWD MID,R14,Waiver
904,1.0,300791.0,182.0,Paul,Coronaviney,278.0,MID,36.0,True,998129,Will,Brodie,GCS,MID,R1,Draft
905,1.0,300791.0,182.0,Paul,Coronaviney,802.0,MID,36.0,True,281373,Jack,Redden,WCE,MID,R1,Draft
906,1.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,27.0,True,298421,Jade,Gresham,STK,FWD MID,R1,Draft
907,2.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,120.0,True,298421,Jade,Gresham,STK,FWD MID,R2,Draft
908,3.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,81.0,True,298421,Jade,Gresham,STK,FWD MID,R3,Draft
909,4.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,43.0,True,298421,Jade,Gresham,STK,FWD MID,R4,Draft
910,5.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,91.0,True,298421,Jade,Gresham,STK,FWD MID,R5,Draft
911,6.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,92.0,True,298421,Jade,Gresham,STK,FWD MID,R6,Draft
912,7.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,108.0,True,298421,Jade,Gresham,STK,FWD MID,R7,Draft
913,8.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,94.0,True,298421,Jade,Gresham,STK,FWD MID,R8,Draft
914,9.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,110.0,True,298421,Jade,Gresham,STK,FWD MID,R9,Draft
915,10.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,57.0,True,298421,Jade,Gresham,STK,FWD MID,R10,Draft
916,11.0,300791.0,182.0,Paul,Coronaviney,655.0,FWD,74.0,True,298421,Jade,Gresham,STK,FWD MID,R11,Draft
917,1.0,300791.0,182.0,Paul,Coronaviney,675.0,DEF,26.0,True,280933,Dylan,Roberton,STK,DEF,R1,Draft
918,1.0,300791.0,182.0,Paul,Coronaviney,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R1,Draft
919,2.0,300791.0,182.0,Paul,Coronaviney,616.0,DEF,111.0,True,250312,Bachar,Houli,RIC,DEF,R2,Draft
920,3.0,300791.0,182.0,Paul,Coronaviney,616.0,DEF,110.0,True,250312,Bachar,Houli,RIC,DEF,R3,Draft
921,4.0,300791.0,182.0,Paul,Coronaviney,616.0,DEF,68.0,True,250312,Bachar,Houli,RIC,DEF,R4,Draft
922,5.0,300791.0,182.0,Paul,Coronaviney,616.0,DEF,88.0,True,250312,Bachar,Houli,RIC,DEF,R5,Draft
923,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R6,Trade
924,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R7,Trade
925,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R8,Trade
926,9.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R9,Trade
927,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R10,Trade
928,11.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R11,Trade
929,12.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,0.0,False,250312,Bachar,Houli,RIC,DEF,R12,Trade
930,13.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,56.0,True,250312,Bachar,Houli,RIC,DEF,R13,Trade
931,14.0,86078.0,9806.0,Lester,HoweIMetYourMother,616.0,DEF,147.0,True,250312,Bachar,Houli,RIC,DEF,R14,Trade
932,1.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,0.0,False,280109,Callan,Ward,GWS,MID,R1,Draft
933,2.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,83.0,True,280109,Callan,Ward,GWS,MID,R2,Draft
934,3.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,92.0,True,280109,Callan,Ward,GWS,MID,R3,Draft
935,4.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,104.0,True,280109,Callan,Ward,GWS,MID,R4,Draft
936,5.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,0.0,False,280109,Callan,Ward,GWS,MID,R5,Draft
937,6.0,300791.0,182.0,Paul,Coronaviney,413.0,MID,75.0,True,280109,Callan,Ward,GWS,MID,R6,Draft
938,9.0,10857.0,189.0,Anthony,The Full Bonty,413.0,MID,0.0,False,280109,Callan,Ward,GWS,MID,R9,Waiver
939,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,413.0,MID,91.0,True,280109,Callan,Ward,GWS,MID,R10,Trade
940,12.0,8258.0,9856.0,Simon,It's always Sonny,413.0,MID,59.0,True,280109,Callan,Ward,GWS,MID,R12,Waiver
941,13.0,8258.0,9856.0,Simon,It's always Sonny,413.0,MID,30.0,False,280109,Callan,Ward,GWS,MID,R13,Waiver
942,1.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,50.0,False,291975,Jarrod,Witts,GCS,RUC,R1,Draft
943,2.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,77.0,False,291975,Jarrod,Witts,GCS,RUC,R2,Draft
944,4.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,144.0,True,291975,Jarrod,Witts,GCS,RUC,R4,Waiver
945,5.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,83.0,True,291975,Jarrod,Witts,GCS,RUC,R5,Waiver
946,7.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,109.0,True,291975,Jarrod,Witts,GCS,RUC,R7,Free Agent
947,8.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,97.0,True,291975,Jarrod,Witts,GCS,RUC,R8,Free Agent
948,9.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,74.0,True,291975,Jarrod,Witts,GCS,RUC,R9,Free Agent
949,10.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,107.0,True,291975,Jarrod,Witts,GCS,RUC,R10,Free Agent
950,11.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,95.0,True,291975,Jarrod,Witts,GCS,RUC,R11,Free Agent
951,12.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,93.0,True,291975,Jarrod,Witts,GCS,RUC,R12,Free Agent
952,13.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,86.0,True,291975,Jarrod,Witts,GCS,RUC,R13,Free Agent
953,14.0,300791.0,182.0,Paul,Coronaviney,323.0,RUC,116.0,True,291975,Jarrod,Witts,GCS,RUC,R14,Free Agent
954,1.0,300791.0,182.0,Paul,Coronaviney,486.0,FWD,40.0,False,291533,Tom,McDonald,MEL,FWD,R1,Draft
955,12.0,21562.0,186.0,Mark,GetRichOrDieTryin,486.0,FWD,66.0,False,291533,Tom,McDonald,MEL,FWD,R12,Free Agent
956,1.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,179.0,True,293957,Brodie,Grundy,COL,RUC,R1,Draft
957,2.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,115.0,True,293957,Brodie,Grundy,COL,RUC,R2,Draft
958,3.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,103.0,True,293957,Brodie,Grundy,COL,RUC,R3,Draft
959,4.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,135.0,True,293957,Brodie,Grundy,COL,RUC,R4,Draft
960,5.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,151.0,True,293957,Brodie,Grundy,COL,RUC,R5,Draft
961,6.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,107.0,True,293957,Brodie,Grundy,COL,RUC,R6,Draft
962,7.0,21562.0,186.0,Mark,GetRichOrDieTryin,151.0,RUC,144.0,True,293957,Brodie,Grundy,COL,RUC,R7,Draft
