,player_id,trade_status,user_team_id,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,livepts,livegames,owned,points_per_min,total_points_per_min,mvp_value,position_change
681,569,free_agent,,1023275,Seth,Campbell,RIC,308,24,59,236400,1055,1,21,-11300,112500,311,258,93,2076,2024-08-25T11:36:29+10:00,7,151,4,87,2,61,3,45,2,10,-1,-10,0,0,0,10,0,14,48.6,39,50.2381,40.0,GCS,64.5,0,,,,,,,Melbourne Cricket Ground,50.0,,,,0,0,0.966543,0.6344086021505376,0.5081888246628131,4705.591971033936,3
682,571,free_agent,,1021660,Mate,Colina,RIC,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,0.0,0.0,GCS,0.0,0,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.793061,,,,-2
683,578,free_agent,,1023056,Steely,Green,RIC,551,24,0,193800,226,0,6,0,69900,545,415,0,462,2024-08-25T11:36:31+10:00,0,34,0,18,0,14,0,6,0,4,0,-1,0,0,0,5,0,1,40.4,13,37.6667,44.0,GCS,0.0,0,,0,,0,,0,Melbourne Cricket Ground,37.6667,,,,0,0,0.322181,,0.48917748917748916,5145.128190152044,-6
684,589,free_agent,,298144,Sam,Naismith,RIC,567,24,0,175100,182,0,3,0,51200,561,415,0,235,2024-08-25T11:36:31+10:00,0,9,0,17,0,8,0,6,0,5,0,-3,0,38,0,0,0,0,44.5,105,60.6667,44.5,GCS,75.5,0,,0,,0,,0,Melbourne Cricket Ground,55.6,,,,0,0,2.60223,,0.774468085106383,2886.262150405412,-6
685,599,free_agent,,1022999,Kaleb,Smith,RIC,609,24,0,140900,100,0,4,0,17000,603,415,0,228,2024-08-25T11:36:31+10:00,0,19,0,7,0,9,0,1,0,0,0,-1,0,0,0,1,0,0,25.0,8,25.0,31.6667,GCS,0.0,0,,,,,,,Melbourne Cricket Ground,30.0,,,,0,0,0.198265,,0.43859649122807015,5636,-6
686,605,free_agent,,1015714,Matthew,Allison,STK,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,0.0,0.0,CAR,0.0,1,,,,,,,Docklands Stadium,0.0,,,,0,0,0.495663,,,,-2
687,611,free_agent,,290246,Tom,Campbell,STK,615,24,0,123900,91,0,2,0,0,609,415,0,106,2024-08-25T11:36:31+10:00,0,6,0,9,0,4,0,4,0,0,0,-1,0,20,0,0,0,0,45.5,19,45.5,45.5,CAR,72.0,1,,0,,0,,0,Docklands Stadium,63.4571,,,,0,0,0.47088,,0.8584905660377359,2723.076923076923,-6
688,620,free_agent,,1015886,Max,Heath,STK,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,0.0,0.0,CAR,0.0,1,,0,,0,,0,Docklands Stadium,0.0,,,,0,0,0.594796,,,,-2
689,624,free_agent,,1027959,Olli,Hotton,STK,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,0.0,0.0,CAR,0.0,1,,,,,,,Docklands Stadium,0.0,,,,0,0,0.619579,,,,-2
690,627,free_agent,,1015323,Isaac,Keeler,STK,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,0.0,0.0,CAR,0.0,1,,,,,,,Docklands Stadium,0.0,,,,0,0,0.47088,,,,-2
691,630,free_agent,,1017077,Angus,McLennan,STK,602,24,0,123900,105,0,2,0,0,597,415,0,144,2024-08-25T11:36:31+10:00,0,14,0,11,0,13,0,2,0,0,0,-1,0,0,0,0,0,0,52.5,7,52.5,52.5,CAR,0.0,1,,,,,,,Docklands Stadium,52.5,,,,0,0,0.173482,,0.7291666666666666,2360,-5
692,642,free_agent,,1023547,James,Van Es,STK,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,0.0,0.0,CAR,0.0,1,,,,,,,Docklands Stadium,0.0,,,,0,0,0.421313,,,,-2
693,651,free_agent,,1008460,Harrison,Arnold,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.223048,,,,-2
694,653,free_agent,,1009392,Jack,Buller,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
695,657,free_agent,,1017757,William,Edwards,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.0991326,,,,-2
696,669,free_agent,,1023530,Jacob,Konstanty,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
697,672,free_agent,,1015457,Jaiden,Magor,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.173482,,,,-2
698,680,free_agent,,1024096,Caleb,Mitchell,SYD,642,24,0,123900,28,0,2,0,0,638,415,0,91,2024-08-25T11:36:31+10:00,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14.0,10,14.0,14.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.247831,,0.3076923076923077,8850,-4
699,689,free_agent,,1023498,Cooper,Vickery,SYD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,0.0,0.0,ADE,0.0,0,,,,,,,Sydney Cricket Ground,0.0,,,,0,0,0.223048,,,,-2
700,691,free_agent,,1018424,Corey,Warner,SYD,565,24,0,160100,184,0,6,0,36200,559,415,0,353,2024-08-25T11:36:31+10:00,0,23,0,26,0,6,0,5,0,2,0,0,0,0,0,1,0,4,28.8,12,30.6667,20.0,ADE,0.0,0,,0,,0,,0,Sydney Cricket Ground,30.75,,,,0,0,0.297398,,0.5212464589235127,5220.646499297283,-6
701,694,free_agent,,1015822,Dominic,Bedendo,WBD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,0.0,0.0,GWS,0.0,0,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,1.01611,,,,-2
702,697,free_agent,,1023017,Jedd,Busslinger,WBD,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,0.0,0.0,GWS,0.0,0,,,,,,,Eureka Stadium,0.0,,,,0,0,0.619579,,,,-2
703,698,free_agent,,1023787,Charlie,Clarke,WBD,658,24,0,123900,0,0,1,0,0,656,415,0,59,2024-08-25T11:36:32+10:00,0,5,0,1,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0.0,12,0.0,0.0,GWS,0.0,0,,,,,,,Eureka Stadium,0.0,,,,0,0,0.297398,,0,,-2
704,700,free_agent,,1005717,Nick,Coffield,WBD,518,24,0,205700,324,0,8,0,81800,513,415,0,674,2024-08-25T11:36:31+10:00,0,58,0,21,0,34,0,6,0,5,0,-4,0,0,0,0,0,0,42.4,41,40.5,41.6667,GWS,66.5,0,,0,,0,,0,Eureka Stadium,3.0,,,,0,0,1.01611,,0.4807121661721068,5079.0123456790125,-5
705,704,free_agent,,1017126,Sam,Darcy,WBD,155,24,80,446800,1585,1,20,26500,322900,158,162,91,1845,2024-08-25T11:36:29+10:00,8,155,4,95,1,98,3,59,1,23,-2,-23,7,134,2,37,0,22,87.8,1535,79.25,101.333,GWS,75.3333,0,,0,,0,,0,Eureka Stadium,94.5,,,,0,0,38.0421,0.8791208791208791,0.8590785907859079,5637.854889589906,3
706,708,free_agent,,1017087,Harvey,Gallagher,WBD,364,24,68,222800,876,1,19,12200,98900,368,209,102,1792,2024-08-25T11:36:29+10:00,9,160,4,82,3,54,9,59,1,12,-3,-26,0,0,1,9,1,11,46.6,55,46.1053,50.0,GWS,46.0,0,,0,,0,,0,Eureka Stadium,53.5,,,,0,0,1.36307,0.6666666666666666,0.4888392857142857,4832.416229804383,4
707,716,free_agent,,998782,Buku,Khamis,WBD,367,24,0,225100,857,0,17,0,101200,360,415,0,1814,2024-08-25T11:36:30+10:00,0,107,0,60,0,78,0,19,0,10,0,-9,0,2,0,1,0,1,44.8,51,50.4118,38.6667,GWS,0.0,0,,0,,0,,0,Eureka Stadium,38.5,,,,0,0,1.26394,,0.4724366041896362,4465.224411744869,-7
708,737,free_agent,,1020595,Jordyn,Baker,WCE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,0.0,0.0,GEE,0.0,1,,,,,,,Kardinia Park,0.0,,,,0,0,0.570012,,,,-2
709,738,free_agent,,1020057,Harry,Barnett,WCE,651,24,0,123900,22,0,1,0,0,648,415,0,53,2024-08-25T11:36:31+10:00,0,3,0,3,0,0,0,2,0,1,0,-1,0,8,0,0,0,0,22.0,39,22.0,22.0,GEE,0.0,1,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.966543,,0.41509433962264153,5631.818181818182,-3
710,742,free_agent,,1023502,Coby,Burgiel,WCE,658,24,0,123900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,0.0,0.0,GEE,0.0,1,,,,,,,Kardinia Park,0.0,,,,0,0,0.619579,,,,-2
711,748,free_agent,,1023142,Tyrell,Dewar,WCE,541,24,57,187000,240,1,7,20900,63100,560,268,111,504,2024-08-25T11:36:29+10:00,7,33,7,21,5,19,1,6,0,0,-1,-4,0,0,1,5,0,2,41.6,11,34.2857,47.6667,GEE,57.0,1,,,,,,,Kardinia Park,57.0,,,,0,0,0.272615,0.5135135135135135,0.47619047619047616,5454.168939237058,19
712,784,free_agent,,1017754,Patrick,Voss,FRE,519,24,56,207800,323,1,7,12800,83900,530,272,109,740,2024-08-25T11:36:29+10:00,4,32,3,24,2,24,3,10,0,1,-2,-8,0,3,2,7,1,11,47.4,14,46.1429,47.3333,PTA,56.0,0,,0,,0,,0,Perth Stadium,44.25,,,,0,0,0.346964,0.5137614678899083,0.43648648648648647,4503.401390029669,11
713,492,free_agent,,1031506,Taylor,Goad,NTH,658,24,0,121800,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,HAW,0.0,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.297398,,,,-2
714,11,free_agent,,1028671,Charlie,Edwards,ADE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,0.0,0.0,SYD,0.0,1,,0,,0,,0,Sydney Cricket Ground,0.0,,,,0,0,1.36307,,,,-2
715,32,free_agent,,1027893,Oscar,Ryan,ADE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30,0.0,0.0,SYD,0.0,1,,0,,0,,0,Sydney Cricket Ground,0.0,,,,0,0,0.743494,,,,-2
716,62,free_agent,,1027985,Luke,Lloyd,BRL,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,0.0,0.0,ESS,0.0,0,,,,,,,Brisbane Cricket Ground,0.0,,,,0,0,0.446097,,,,-2
717,71,free_agent,,1028019,Logan,Morris,BRL,375,24,53,284700,806,1,15,-9000,167400,380,285,87,1255,2024-08-25T11:36:29+10:00,10,91,2,34,5,51,0,11,2,11,-1,-6,0,0,1,18,2,12,60.0,38,53.7333,50.6667,ESS,53.0,0,,,,,,,Brisbane Cricket Ground,47.8571,,,,0,0,0.94176,0.6091954022988506,0.6422310756972112,5298.390383616863,5
718,82,free_agent,,1024187,Reece,Torrent,BRL,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,ESS,0.0,0,,,,,,,Brisbane Cricket Ground,0.0,,,,0,0,0.198265,,,,-2
719,85,free_agent,,1032650,Zane,Zakostelsky,BRL,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37,0.0,0.0,ESS,0.0,0,,0,,0,,0,Brisbane Cricket Ground,0.0,,,,0,0,0.916976,,,,-2
720,117,free_agent,,1020097,Ashton,Moir,CAR,624,24,38,117300,57,1,2,0,0,649,349,29,57,2024-08-25T11:36:30+10:00,2,5,2,3,1,3,2,3,1,1,0,0,0,0,1,2,0,1,28.5,17,28.5,28.5,STK,38.0,0,,0,,0,,0,Docklands Stadium,38.0,,,,0,0,0.421313,1.3103448275862069,1,4115.789473684211,25
721,129,free_agent,,1027678,Billy,Wilson,CAR,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35,0.0,0.0,STK,0.0,0,,0,,0,,0,Docklands Stadium,0.0,,,,0,0,0.86741,,,,-2
722,141,free_agent,,1027673,Harry,DeMattia,COL,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,0.0,0.0,MEL,0.0,1,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,1.28872,,,,-2
723,148,free_agent,,1032017,Tew,Jiath,COL,649,24,0,117300,24,0,1,0,0,646,415,0,79,2024-08-25T11:36:31+10:00,0,4,0,1,0,2,0,3,0,1,0,-2,0,0,0,0,0,0,24.0,42,24.0,24.0,MEL,0.0,1,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,1.04089,,0.3037974683544304,4887.5,-3
724,192,free_agent,,1027706,Luamon,Lual,ESS,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,0.0,0.0,BRL,0.0,1,,0,,0,,0,Brisbane Cricket Ground,0.0,,,,0,0,0.817844,,,,-2
725,203,free_agent,,1023515,Archie,Roberts,ESS,523,24,90,260200,314,1,4,72000,142900,547,120,107,398,2024-08-25T11:36:29+10:00,15,47,13,40,6,21,3,12,1,5,-1,-1,0,0,0,1,0,0,78.5,73,78.5,89.3333,BRL,90.0,1,,0,,0,,0,Brisbane Cricket Ground,90.0,,,,0,0,1.80917,0.8411214953271028,0.7889447236180904,3314.6496815286623,24
726,223,free_agent,,1019975,Jack,Delean,FRE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,0.0,0.0,PTA,0.0,0,,,,,,,Perth Stadium,0.0,,,,0,0,0.421313,,,,-2
727,236,free_agent,,1027990,Ollie,Murphy,FRE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36,0.0,0.0,PTA,0.0,0,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.892193,,,,-2
728,244,free_agent,,1027656,Cooper,Simpson,FRE,622,24,0,117300,74,0,2,0,0,615,415,0,152,2024-08-25T11:36:31+10:00,0,8,0,3,0,4,0,2,0,0,0,-1,0,0,0,0,0,0,37.0,53,37.0,37.0,PTA,0.0,0,,0,,0,,0,Perth Stadium,57.0,,,,0,0,1.31351,,0.4868421052631579,3170.2702702702704,-7
729,275,free_agent,,1026960,Will,Graham,GCS,304,24,90,320400,1078,1,17,20900,203100,317,120,101,1424,2024-08-25T11:36:29+10:00,7,91,9,127,5,31,6,81,1,22,0,-7,0,0,2,8,1,3,73.4,267,63.4118,73.6667,RIC,90.0,1,,0,,0,,0,Melbourne Cricket Ground,90.0,,,,0,0,6.6171,0.8910891089108911,0.7570224719101124,5052.687354719468,13
730,316,free_agent,,1024304,Mitchell,Edwards,GEE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,WCE,0.0,0,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.346964,,,,-2
731,326,free_agent,,1013464,Lawson,Humphries,GEE,406,24,47,361000,699,1,9,1100,243700,412,308,35,849,2024-08-25T11:36:29+10:00,6,111,2,38,3,57,0,12,0,6,0,-1,0,0,0,1,0,1,74.6,1058,77.6667,71.0,WCE,47.0,0,,0,,0,,0,Kardinia Park,63.0,,,,0,0,26.2206,1.3428571428571427,0.823321554770318,4648.066674649495,6
732,330,free_agent,,993878,Shaun,Mannagh,GEE,393,24,90,371800,752,1,10,5400,254500,409,120,120,970,2024-08-25T11:36:29+10:00,18,112,3,45,6,20,6,46,1,8,0,-8,0,0,1,11,3,9,75.6,1160,75.2,75.3333,WCE,90.0,0,,0,,0,,0,Kardinia Park,82.2,,,,0,0,28.7485,0.75,0.7752577319587629,4944.148936170212,16
733,341,free_agent,,1023681,George,Stevens,GEE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,0.0,0.0,WCE,0.0,0,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.619579,,,,-2
734,345,free_agent,,1020881,Oliver,Wiltshire,GEE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:31+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,0.0,0.0,WCE,0.0,0,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.520446,,,,-2
735,360,free_agent,,1032629,Joe,Fonti,GWS,582,24,0,149600,149,0,4,0,32300,577,415,0,309,2024-08-25T11:36:31+10:00,0,18,0,31,0,8,0,6,0,1,0,-4,0,0,0,0,0,0,37.25,27,37.25,29.3333,WBD,0.0,1,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,0.669145,,0.48220064724919093,4016.1073825503354,-5
736,385,free_agent,,1027925,Harvey,Thomas,GWS,285,24,18,218800,1149,1,22,-44700,101500,276,403,61,1848,2024-08-25T11:36:30+10:00,1,106,2,143,1,45,2,60,0,5,0,-8,0,0,0,9,0,5,32.8,189,52.2273,18.6667,WBD,51.0,1,,0,,0,,0,Eureka Stadium,18.0,,,,0,0,4.68401,0.29508196721311475,0.6217532467532467,4189.37988370067,-9
737,398,free_agent,,1032100,Calsher,Dear,HAW,386,24,51,300900,768,1,15,25500,183600,391,292,119,1245,2024-08-25T11:36:29+10:00,2,58,2,46,2,40,1,34,0,12,-1,-6,0,1,2,21,0,7,63.4,52,51.2,72.3333,NTH,51.0,0,,0,,0,,0,University of Tasmania Stadium,52.25,,,,0,0,1.28872,0.42857142857142855,0.6168674698795181,5876.953125,5
738,422,free_agent,,1022473,Bodie,Ryan,HAW,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,0.0,0.0,NTH,0.0,0,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.495663,,,,-2
739,485,free_agent,,1028551,Wil,Dawson,NTH,597,24,0,137900,114,0,3,0,20600,588,415,0,219,2024-08-25T11:36:31+10:00,0,10,0,6,0,7,0,3,0,1,0,-1,0,0,0,0,0,0,38.0,25,38.0,38.0,HAW,0.0,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.619579,,0.5205479452054794,3628.9473684210525,-9
740,496,free_agent,,1023625,Riley,Hardeman,NTH,591,24,0,147700,133,0,3,0,30400,583,415,0,283,2024-08-25T11:36:31+10:00,0,21,0,9,0,9,0,6,0,1,0,-1,0,0,0,0,0,0,44.3333,38,44.3333,44.3333,HAW,0.0,1,,0,,0,,0,University of Tasmania Stadium,0.0,,,,0,0,0.94176,,0.46996466431095407,3331.5814523168815,-8
742,528,free_agent,,1014013,Lachlan,Charleson,PTA,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,39,0.0,0.0,FRE,0.0,1,,0,,0,,0,Perth Stadium,0.0,,,,0,0,0.966543,,,,-2
743,541,free_agent,,1029262,Will,Lorenz,PTA,641,24,0,117300,31,0,1,0,0,637,415,0,30,2024-08-25T11:36:31+10:00,0,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,31.0,41,31.0,31.0,FRE,0.0,1,,0,,0,,0,Perth Stadium,0.0,,,,0,0,1.01611,,1.0333333333333334,3783.8709677419356,-4
744,575,free_agent,,1022383,Liam,Fawcett,RIC,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,0.0,0.0,GCS,0.0,0,,0,,0,,0,Melbourne Cricket Ground,0.0,,,,0,0,0.446097,,,,-2
745,586,free_agent,,1019916,Kane,McAuliffe,RIC,489,24,0,202200,408,0,9,0,84900,486,415,0,585,2024-08-25T11:36:31+10:00,0,36,0,67,0,8,0,25,0,5,0,-5,0,0,0,0,0,2,39.4,65,45.3333,32.3333,GCS,0.0,0,,0,,0,,0,Melbourne Cricket Ground,42.3333,,,,0,0,1.6109,,0.6974358974358974,4460.297397277498,-3
746,613,free_agent,,1017959,Lance,Collard,STK,652,24,0,102400,19,0,3,0,-14900,649,415,0,133,2024-08-25T11:36:31+10:00,0,5,0,2,0,2,0,1,0,1,0,-2,0,0,0,0,0,0,6.33333,33,6.33333,6.33333,CAR,0.0,1,,0,,0,,0,Docklands Stadium,9.0,,,,0,0,0.817844,,0.14285714285714285,16168.429562331348,-3
747,617,free_agent,,1027790,Hugo,Garcia,STK,502,24,47,196400,365,1,8,-14200,79100,516,308,33,445,2024-08-25T11:36:29+10:00,4,25,6,45,1,9,1,40,0,2,0,-4,0,0,0,1,0,1,42.6,45,45.625,30.6667,CAR,47.0,1,,0,,0,,0,Docklands Stadium,43.4,,,,0,0,1.11524,1.4242424242424243,0.8202247191011236,4304.657534246576,14
748,618,free_agent,,1027872,Angus,Hastie,STK,605,24,0,121000,102,0,5,0,3700,599,415,0,184,2024-08-25T11:36:31+10:00,0,12,0,13,0,6,0,3,0,1,0,0,0,0,0,1,0,0,20.4,60,20.4,27.6667,CAR,0.0,1,,0,,0,,0,Docklands Stadium,31.5,,,,0,0,1.48699,,0.5543478260869565,5931.372549019608,-6
749,637,free_agent,,1024279,Arie,Schoenmaker,STK,538,24,0,204400,251,0,4,0,87100,536,415,0,362,2024-08-25T11:36:31+10:00,0,47,0,11,0,20,0,4,0,2,0,-2,0,0,0,0,0,0,62.75,141,62.75,56.0,CAR,0.0,1,,0,,0,,0,Docklands Stadium,53.5,,,,0,0,3.49442,,0.6933701657458563,3257.370517928287,-2
750,655,free_agent,,1024057,Caiden,Cleary,SYD,583,24,35,131000,144,1,5,14500,13700,595,363,116,284,2024-08-25T11:36:30+10:00,7,18,9,15,2,5,1,6,0,3,0,0,0,0,0,2,1,2,28.8,68,28.8,33.3333,ADE,35.0,0,,0,,0,,0,Sydney Cricket Ground,18.3333,,,,0,0,1.68525,0.3017241379310345,0.5070422535211268,4548.611111111111,12
751,688,free_agent,,1024685,Patrick,Snell,SYD,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31,0.0,0.0,ADE,0.0,0,,0,,0,,0,Sydney Cricket Ground,0.0,,,,0,0,0.768278,,,,-2
752,707,free_agent,,1027704,Joel,Freijah,WBD,371,24,61,363900,825,1,12,29300,246600,375,240,90,1144,2024-08-25T11:36:29+10:00,8,108,8,79,2,63,4,17,1,5,-2,-6,0,0,0,1,1,1,71.2,175,68.75,86.6667,GWS,62.5,0,,0,,0,,0,Eureka Stadium,61.0,,,,0,0,4.33705,0.6777777777777778,0.7211538461538461,5293.090909090909,4
753,729,free_agent,,1027702,Lachlan,Smith,WBD,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27,0.0,0.0,GWS,0.0,0,,0,,0,,0,Eureka Stadium,0.0,,,,0,0,0.669145,,,,-2
754,755,free_agent,,1024188,Clay,Hall,WCE,604,24,37,132900,103,1,3,15600,15600,619,355,109,225,2024-08-25T11:36:30+10:00,9,17,6,10,4,6,0,2,1,2,0,-1,0,0,0,0,2,3,34.3333,109,34.3333,34.3333,GEE,37.0,1,,0,,0,,0,Kardinia Park,37.0,,,,0,0,2.70136,0.3394495412844037,0.4577777777777778,3870.8775445413053,15
755,760,free_agent,,1027969,Harvey,Johnston,WCE,565,24,38,157800,184,1,6,8500,40500,578,349,105,499,2024-08-25T11:36:30+10:00,6,26,2,25,4,13,0,3,0,0,0,-2,0,0,0,0,0,0,34.6,37,30.6667,35.3333,GEE,38.0,1,,0,,0,,0,Kardinia Park,38.0,,,,0,0,0.916976,0.3619047619047619,0.3687374749498998,5145.646580818934,13
756,769,free_agent,,1027693,Archer,Reid,WCE,658,24,0,117300,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,0.0,0.0,GEE,0.0,1,,0,,0,,0,Kardinia Park,0.0,,,,0,0,1.41264,,,,-2
